employee_id,age,gender,country,city,education,experience_level,years_experience,job_title,industry,programming_langiage,company_size,remote_type,tools_used,certification,salary_usd,work_hours_per_week,satisfaction_score,promotion_last_2_years
1604,54,Female,Brazil,East Sierramouth,PhD,Lead,19,Analytics Engineer,E-commerce,SQL,Small,Hybrid,"Python, Excel, Pandas",TensorFlow Developer,97794.0,46,5.3,No
1605,47,Other,USA,West William,Bachelors,Entry,0,AI Engineer,Gaming,Scala,Medium,Remote,"TensorFlow, Power BI, Excel",Azure Data Engineer,60556.0,37,5.3,Yes
1606,26,Other,Germany,Barbaraville,Masters,Lead,20,BI Analyst,EdTech,Scala,Large,Remote,"PyTorch, NumPy, Python",None,,51,7.5,No
1607,41,Female,Australia,Michaelmouth,Masters,Mid,5,Data Analyst,EdTech,Julia,Large,Onsite,"NumPy, Pandas, Tableau",None,59378.0,35,8.6,No
1608,29,Other,Australia,New Bryan,PhD,Senior,7,Data Engineer,Finance,R,Small,Remote,"Python, Excel, Pandas",AWS Certified,67629.0,45,5.8,Yes
1609,53,Male,Brazil,East Regina,PhD,Mid,4,Analytics Engineer,Healthcare,Julia,Small,Hybrid,"Pandas, Spark, PyTorch",Google Data Analytics,30815.0,52,4.0,No
1610,27,Other,USA,East Barbara,PhD,Mid,4,BI Analyst,Consulting,Julia,Small,Remote,"NumPy, SQL, Python",TensorFlow Developer,55030.0,51,7.6,No
1611,40,Female,Germany,New Stephenfort,Bachelors,Lead,20,Analytics Engineer,EdTech,R,Medium,Onsite,"TensorFlow, Tableau, NumPy",Microsoft Power BI,85945.0,45,7.7,No
1612,53,Male,UK,Danieltown,Masters,Mid,4,Machine Learning Engineer,Finance,Scala,Large,Hybrid,"Tableau, Excel, PyTorch",AWS Certified,64234.0,43,8.8,Yes
1613,49,Female,Canada,Maynardville,Masters,Entry,2,AI Engineer,Retail,Python,Small,Hybrid,"Tableau, PyTorch, Spark",IBM Data Science,46860.0,48,5.7,Yes
1614,47,Other,UK,West Melissaborough,Masters,Lead,15,Business Analyst,Gaming,Julia,Large,Onsite,"Power BI, Tableau, Excel",IBM Data Science,105072.0,31,7.6,No
1615,38,Other,Australia,Smithstad,Masters,Entry,2,Data Engineer,E-commerce,Scala,Medium,Onsite,"NumPy, Tableau, TensorFlow",IBM Data Science,42675.0,51,8.5,Yes
1616,51,Other,Brazil,West Jill,Bachelors,Senior,9,BI Analyst,Healthcare,R,Large,Onsite,"Pandas, Spark, Tableau",Azure Data Engineer,61855.0,42,6.0,No
1617,40,Male,USA,Lake Guyport,Masters,Senior,7,Business Analyst,Healthcare,SQL,Medium,Remote,"NumPy, Spark, Power BI",Microsoft Power BI,68923.0,46,5.5,Yes
1618,22,Female,UK,North Jason,Masters,Lead,11,Data Scientist,Retail,R,Small,Remote,"Excel, SQL, Tableau",IBM Data Science,,35,4.1,Yes
1619,35,Male,Brazil,East Kyle,Masters,Senior,10,Business Analyst,Healthcare,SQL,Small,Onsite,"PyTorch, Excel, Python",AWS Certified,62652.0,37,7.8,No
1620,43,Other,Canada,East Anthonyborough,Masters,Lead,18,Business Analyst,Healthcare,Julia,Small,Remote,"NumPy, PyTorch, Power BI",Azure Data Engineer,83772.0,47,7.0,No
1621,31,Other,Germany,South Kristineberg,Masters,Senior,8,BI Analyst,Gaming,SQL,Large,Remote,"Pandas, PyTorch, Tableau",None,78929.0,45,5.5,Yes
1622,39,Other,Australia,West John,PhD,Mid,3,Machine Learning Engineer,EdTech,Python,Small,Hybrid,"Pandas, TensorFlow, Tableau",None,47083.0,42,5.0,Yes
1623,30,Female,Poland,Rodgerschester,PhD,Mid,3,AI Engineer,Retail,Julia,Large,Hybrid,"NumPy, Spark, TensorFlow",Azure Data Engineer,55374.0,40,7.6,Yes
1624,24,Other,UK,Robinsontown,Bachelors,Lead,15,Data Engineer,Finance,Julia,Small,Remote,"SQL, PyTorch, Excel",TensorFlow Developer,66876.0,30,8.3,No
1625,33,Male,India,West Natalie,Bachelors,Lead,13,Analytics Engineer,EdTech,SQL,Large,Hybrid,"Spark, TensorFlow, Power BI",None,61502.0,47,7.6,No
1626,47,Female,UK,Edwardsborough,Masters,Senior,6,Data Analyst,EdTech,SQL,Small,Onsite,"NumPy, Spark, Pandas",Microsoft Power BI,38219.0,54,9.3,Yes
1627,55,Other,Germany,Andreatown,PhD,Lead,16,Analytics Engineer,Healthcare,SQL,Large,Onsite,"Excel, Pandas, Python",Microsoft Power BI,97043.0,44,6.2,Yes
1628,38,Female,Poland,Elizabethton,Bachelors,Mid,4,Analytics Engineer,Retail,Julia,Medium,Remote,"Power BI, Tableau, Spark",IBM Data Science,41259.0,43,9.4,Yes
1629,51,Other,Australia,South Sara,PhD,Mid,4,Data Scientist,Gaming,Python,Large,Remote,"Pandas, Power BI, NumPy",None,75242.0,53,6.1,No
1630,39,Other,Brazil,Lake Daisyborough,PhD,Lead,16,Analytics Engineer,EdTech,R,Small,Onsite,"Python, Power BI, SQL",Azure Data Engineer,68950.0,41,4.7,No
1631,42,Other,Germany,South Rebecca,PhD,Lead,15,AI Engineer,Consulting,SQL,Large,Hybrid,"Excel, SQL, TensorFlow",IBM Data Science,104868.0,36,4.5,No
1632,46,Female,India,West Michael,Masters,Lead,17,Machine Learning Engineer,Consulting,SQL,Large,Onsite,"Pandas, Tableau, NumPy",IBM Data Science,61256.0,42,6.3,No
1633,40,Female,UK,Sandersville,Bachelors,Lead,19,Data Scientist,Retail,R,Large,Hybrid,"Power BI, Spark, Tableau",IBM Data Science,90064.0,46,7.8,Yes
1634,46,Female,Germany,West Jessicaport,PhD,Lead,13,Data Scientist,E-commerce,SQL,Medium,Remote,"Pandas, SQL, Tableau",TensorFlow Developer,110988.0,48,6.9,Yes
1635,23,Male,India,Williamburgh,Masters,Lead,14,AI Engineer,Finance,Julia,Small,Hybrid,"Python, Excel, PyTorch",IBM Data Science,65052.0,53,9.1,Yes
1636,22,Female,UK,Holtport,Masters,Senior,8,Machine Learning Engineer,SaaS,Julia,Small,Onsite,"Spark, Python, Pandas",IBM Data Science,57676.0,57,9.9,Yes
1637,26,Other,Germany,Hughestown,Bachelors,Lead,15,Business Analyst,Finance,Scala,Small,Remote,"NumPy, Pandas, Tableau",Microsoft Power BI,78464.0,37,7.7,No
1638,26,Female,India,South Theresa,Masters,Mid,5,Data Analyst,EdTech,Python,Medium,Remote,"Excel, Pandas, NumPy",AWS Certified,39202.0,42,9.9,Yes
1639,28,Female,USA,West Christina,Masters,Senior,7,Data Engineer,Retail,Julia,Small,Remote,"Spark, SQL, Excel",Google Data Analytics,67953.0,46,8.0,No
1640,33,Other,Canada,Nicholasland,Bachelors,Entry,0,BI Analyst,Gaming,Scala,Large,Remote,"Tableau, TensorFlow, Power BI",Azure Data Engineer,40857.0,54,5.7,Yes
1641,46,Other,UK,Lake Brianville,Bachelors,Senior,9,Machine Learning Engineer,EdTech,Julia,Medium,Hybrid,"Spark, PyTorch, Python",Google Data Analytics,65522.0,34,8.9,No
1642,38,Male,India,Beckerfort,PhD,Senior,7,Data Engineer,Healthcare,SQL,Large,Onsite,"Spark, Python, Excel",Microsoft Power BI,38189.0,41,7.5,Yes
1643,45,Male,India,Ashleyfurt,Bachelors,Senior,8,Data Scientist,Retail,Scala,Medium,Hybrid,"Tableau, TensorFlow, Python",Azure Data Engineer,47834.0,54,8.1,No
1644,31,Other,Poland,East Sarah,PhD,Senior,6,Machine Learning Engineer,SaaS,Julia,Small,Onsite,"Python, TensorFlow, PyTorch",None,45080.0,52,5.8,No
1645,25,Female,Australia,Jamesview,Masters,Senior,6,Machine Learning Engineer,EdTech,Julia,Medium,Onsite,"Excel, PyTorch, Pandas",Google Data Analytics,74165.0,50,7.3,Yes
1646,23,Male,Canada,Port Melissa,Bachelors,Lead,18,Business Analyst,Retail,SQL,Small,Hybrid,"Python, PyTorch, TensorFlow",Google Data Analytics,63052.0,39,9.5,Yes
1647,32,Other,UK,New Sherrifort,Masters,Senior,6,Business Analyst,SaaS,Julia,Large,Hybrid,"SQL, NumPy, Pandas",None,43360.0,45,7.5,Yes
1648,54,Other,Poland,Justinstad,Masters,Entry,1,Data Scientist,Gaming,R,Small,Onsite,"Tableau, Spark, TensorFlow",IBM Data Science,20520.0,44,6.6,No
1649,22,Male,Canada,New Shawn,Bachelors,Lead,20,AI Engineer,Consulting,Scala,Medium,Onsite,"Power BI, TensorFlow, PyTorch",AWS Certified,123240.0,54,9.2,No
1650,50,Female,UK,Port Claytonville,PhD,Lead,16,Data Engineer,E-commerce,SQL,Small,Hybrid,"Pandas, TensorFlow, Power BI",TensorFlow Developer,104234.0,59,7.4,Yes
1651,49,Male,UK,Jonathanview,Bachelors,Senior,9,Analytics Engineer,SaaS,R,Medium,Hybrid,"TensorFlow, Power BI, PyTorch",Microsoft Power BI,61651.0,40,9.4,Yes
1652,26,Male,Canada,Smithland,Bachelors,Senior,8,Data Analyst,E-commerce,SQL,Large,Onsite,"SQL, Power BI, Pandas",TensorFlow Developer,50612.0,36,8.6,No
1653,30,Other,Brazil,West Amy,Bachelors,Mid,4,Business Analyst,Consulting,Julia,Large,Hybrid,"Tableau, SQL, TensorFlow",Google Data Analytics,35239.0,32,8.4,No
1654,24,Female,Poland,Justinton,Bachelors,Lead,13,BI Analyst,Finance,Julia,Medium,Hybrid,"PyTorch, Tableau, NumPy",Microsoft Power BI,48954.0,49,7.6,Yes
1655,32,Female,Brazil,Howardland,Masters,Entry,1,Analytics Engineer,E-commerce,Python,Medium,Hybrid,"NumPy, SQL, Tableau",Azure Data Engineer,19785.0,57,6.7,No
1656,42,Female,UK,New Heidi,PhD,Lead,19,Data Analyst,SaaS,Scala,Large,Remote,"SQL, Tableau, Python",Microsoft Power BI,81194.0,50,5.2,No
1657,50,Female,Canada,West Lawrenceside,PhD,Mid,3,AI Engineer,Gaming,R,Small,Remote,"Power BI, PyTorch, Spark",Microsoft Power BI,64864.0,42,7.5,Yes
1658,49,Male,India,Melvinside,Bachelors,Lead,19,Data Engineer,Finance,SQL,Large,Remote,"NumPy, Power BI, Excel",Google Data Analytics,74004.0,49,4.9,No
1659,55,Female,Poland,New Meghanchester,Bachelors,Entry,1,AI Engineer,SaaS,Scala,Small,Hybrid,"Python, Spark, PyTorch",IBM Data Science,26886.0,30,4.9,No
1660,23,Male,Poland,Coxfurt,Masters,Senior,9,Data Engineer,EdTech,SQL,Medium,Hybrid,"Tableau, Excel, Power BI",IBM Data Science,47651.0,55,9.3,No
1661,39,Other,India,Kimberlychester,Bachelors,Senior,7,Machine Learning Engineer,Gaming,Scala,Large,Remote,"Excel, Tableau, Spark",Google Data Analytics,57958.0,40,5.8,No
1662,39,Male,Poland,Lake Katherine,Bachelors,Lead,16,Data Scientist,E-commerce,Julia,Large,Hybrid,"Spark, SQL, Pandas",Azure Data Engineer,99615.0,52,8.9,No
1663,50,Male,USA,North Robertmouth,Masters,Senior,8,AI Engineer,Finance,Julia,Medium,Onsite,"Tableau, Python, Power BI",TensorFlow Developer,103852.0,48,9.1,Yes
1664,55,Female,Canada,Susanport,Bachelors,Lead,16,Data Analyst,Consulting,Scala,Small,Onsite,"Spark, Python, PyTorch",Microsoft Power BI,95464.0,44,6.3,No
1665,31,Female,Canada,New Robertmouth,Masters,Senior,9,Data Analyst,Finance,Python,Small,Hybrid,"Python, SQL, TensorFlow",IBM Data Science,47923.0,57,9.4,No
1666,23,Female,USA,East Mary,Bachelors,Lead,18,Business Analyst,Consulting,Scala,Small,Onsite,"SQL, Excel, Pandas",Google Data Analytics,67025.0,57,9.0,Yes
1667,55,Female,India,Woodchester,Masters,Senior,7,Analytics Engineer,SaaS,Julia,Large,Onsite,"Power BI, Pandas, Python",Google Data Analytics,52746.0,38,9.4,No
1668,35,Other,Canada,Lake Aimee,PhD,Lead,13,Analytics Engineer,SaaS,SQL,Small,Hybrid,"Pandas, Excel, Python",Microsoft Power BI,73949.0,35,8.1,No
1669,38,Female,Germany,North John,Bachelors,Entry,0,BI Analyst,EdTech,Julia,Large,Onsite,"TensorFlow, Pandas, Spark",IBM Data Science,33934.0,56,8.7,No
1670,48,Female,Brazil,New Carolynmouth,Masters,Entry,1,Data Engineer,E-commerce,Python,Medium,Hybrid,"TensorFlow, NumPy, Excel",Microsoft Power BI,23806.0,38,6.1,No
1671,25,Other,Germany,New Jaimeport,Masters,Mid,4,AI Engineer,Consulting,Scala,Large,Remote,"Power BI, Pandas, Python",TensorFlow Developer,85443.0,32,8.4,Yes
1672,24,Other,Poland,Biancaburgh,Bachelors,Entry,2,Data Engineer,Retail,SQL,Medium,Remote,"Pandas, PyTorch, Tableau",None,37298.0,44,4.3,Yes
1673,53,Other,Poland,East Marktown,Bachelors,Lead,18,Data Engineer,EdTech,Python,Large,Onsite,"Tableau, PyTorch, Power BI",IBM Data Science,92077.0,34,5.9,No
1674,48,Other,Canada,Millerfurt,Masters,Senior,9,Data Engineer,Finance,R,Medium,Hybrid,"Pandas, Tableau, PyTorch",Azure Data Engineer,75121.0,36,9.6,Yes
1675,28,Male,Poland,Braunborough,Bachelors,Mid,5,Business Analyst,Healthcare,Python,Small,Remote,"Excel, NumPy, TensorFlow",TensorFlow Developer,44706.0,35,6.8,No
1676,51,Male,Canada,Brandonbury,PhD,Senior,10,BI Analyst,Finance,Python,Small,Remote,"TensorFlow, PyTorch, Excel",AWS Certified,79593.0,53,6.3,No
1677,25,Female,Brazil,Coleview,PhD,Lead,16,Machine Learning Engineer,EdTech,R,Large,Hybrid,"Pandas, Tableau, Excel",IBM Data Science,67426.0,46,9.2,Yes
1678,24,Male,Brazil,Johnsonton,Masters,Lead,13,Data Scntist,Finance,Scala,Small,Remote,"NumPy, Tableau, TensorFlow",TensorFlow Developer,50356.0,38,5.8,No
1679,25,Male,USA,North Ashley,Bachelors,Lead,15,Machine Learning Engineer,SaaS,Julia,Medium,Onsite,"PyTorch, SQL, Power BI",Google Data Analytics,84861.0,49,7.2,Yes
1680,24,Other,UK,Markbury,Bachelors,Lead,16,Data Analyst,E-commerce,SQL,Large,Remote,"Python, NumPy, TensorFlow",TensorFlow Developer,84816.0,46,5.1,No
1681,55,Male,Poland,East Haleyville,Masters,Senior,7,BI Analyst,Retail,SQL,Medium,Remote,"SQL, Excel, Pandas",TensorFlow Developer,35584.0,47,4.4,Yes
1682,47,Female,USA,Bryanhaven,PhD,Lead,13,BI Analyst,Gaming,Scala,Large,Remote,"Tableau, Pandas, Python",Microsoft Power BI,86372.0,46,4.9,No
1683,27,Other,Brazil,South Johnmouth,Masters,Lead,13,Analytics Engineer,E-commerce,Scala,Medium,Hybrid,"Python, Tableau, PyTorch",IBM Data Science,48911.0,41,6.1,Yes
1684,49,Other,USA,Perezbury,PhD,Lead,19,BI Analyst,Finance,Julia,Small,Hybrid,"TensorFlow, NumPy, SQL",Microsoft Power BI,93514.0,43,4.4,Yes
1685,32,Other,USA,Mooreport,Masters,Lead,17,Machine Learning Engineer,EdTech,Scala,Small,Hybrid,"Power BI, SQL, PyTorch",Azure Data Engineer,84555.0,33,5.4,No
1686,45,Other,UK,Brownland,PhD,Entry,1,Data Engineer,Finance,Python,Small,Remote,"PyTorch, Tableau, Power BI",Google Data Analytics,45436.0,51,5.4,Yes
1687,29,Male,Canada,North Tiffanyfurt,PhD,Senior,8,Data Engineer,E-commerce,R,Small,Onsite,"PyTorch, SQL, NumPy",IBM Data Science,67252.0,46,9.3,Yes
1688,47,Male,UK,North Michael,Bachelors,Senior,7,AI Engineer,Finance,R,Small,Hybrid,"Tableau, Python, SQL",TensorFlow Developer,51722.0,36,4.2,No
1689,29,Other,Poland,Gillespiefurt,Bachelors,Entry,0,Data Analyst,Finance,Scala,Large,Onsite,"Excel, Power BI, SQL",TensorFlow Developer,21433.0,58,5.9,Yes
1690,46,Female,India,Lake Ryan,PhD,Lead,20,Data Scntist,Retail,R,Medium,Remote,"Spark, PyTorch, Tableau",None,65114.0,36,6.8,No
1691,45,Male,Canada,South Christopherborough,PhD,Mid,3,AI Engineer,Retail,Julia,Small,Hybrid,"SQL, TensorFlow, Tableau",Google Data Analytics,52021.0,49,6.9,No
1692,36,Female,Canada,Wagnerchester,PhD,Senior,7,BI Analyst,Consulting,R,Small,Remote,"Excel, TensorFlow, Spark",Google Data Analytics,63075.0,43,7.5,Yes
1693,27,Male,India,Angelahaven,Masters,Lead,12,AI Engineer,Healthcare,R,Small,Remote,"Pandas, Spark, Python",AWS Certified,63324.0,54,6.6,Yes
1694,40,Female,Australia,Lake Wendymouth,PhD,Senior,8,Data Engineer,SaaS,Python,Small,Remote,"Power BI, Excel, Spark",Microsoft Power BI,68950.0,40,8.9,No
1695,27,Male,UK,Lopezshire,Masters,Lead,14,Data Analyst,Consulting,Python,Large,Hybrid,"Pandas, TensorFlow, Python",None,88359.0,39,7.1,Yes
1696,27,Male,Australia,Paulashire,Masters,Lead,20,BI Analyst,E-commerce,R,Medium,Hybrid,"SQL, TensorFlow, NumPy",IBM Data Science,111825.0,53,7.8,No
1697,32,Other,Australia,Michelleport,PhD,Lead,15,Data Scntist,E-commerce,SQL,Small,Hybrid,"Excel, Pandas, NumPy",Google Data Analytics,99687.0,35,8.5,Yes
1698,26,Other,Poland,Lambertstad,Masters,Lead,19,Data Scientist,E-commerce,Scala,Small,Onsite,"Pandas, NumPy, TensorFlow",None,71587.0,55,4.2,Yes
1699,51,Other,Poland,Lake Angelchester,Bachelors,Senior,9,AI Engineer,Retail,R,Small,Onsite,"SQL, Python, Excel",Google Data Analytics,46101.0,32,5.2,Yes
1700,24,Male,Germany,Clarkstad,Masters,Mid,5,Data Engineer,Healthcare,SQL,Large,Onsite,"Pandas, Excel, NumPy",AWS Certified,67829.0,31,5.4,Yes
1701,25,Other,Poland,New Francisco,Bachelors,Senior,6,AI Engineer,EdTech,Python,Medium,Hybrid,"SQL, Pandas, TensorFlow",IBM Data Science,51318.0,57,4.7,Yes
1702,55,Other,USA,Eugenetown,Masters,Lead,16,Data Analyst,E-commerce,SQL,Large,Hybrid,"Power BI, PyTorch, NumPy",Azure Data Engineer,101293.0,53,7.8,Yes
1703,51,Male,Germany,New Jason,PhD,Entry,2,AI Engineer,E-commerce,Julia,Large,Remote,"Pandas, NumPy, Spark",IBM Data Science,,52,8.2,Yes
1704,55,Other,Germany,Morenohaven,Bachelors,Lead,20,Data Engineer,SaaS,Python,Large,Onsite,"Tableau, SQL, Excel",Microsoft Power BI,115668.0,60,8.5,Yes
1705,32,Other,USA,Lake Tabitha,PhD,Lead,14,Business Analyst,E-commerce,Python,Medium,Hybrid,"TensorFlow, SQL, PyTorch",TensorFlow Developer,109147.0,50,4.6,Yes
1706,34,Female,Poland,North Jenniferbury,PhD,Mid,5,Data Scntist,E-commerce,SQL,Small,Hybrid,"TensorFlow, Spark, SQL",Microsoft Power BI,36010.0,58,7.2,Yes
1707,38,Other,India,East Erictown,PhD,Lead,16,Analytics Engineer,SaaS,Python,Medium,Remote,"PyTorch, TensorFlow, Pandas",IBM Data Science,94188.0,31,8.9,No
1708,47,Male,Poland,North Davidbury,Masters,Mid,5,Analytics Engineer,E-commerce,SQL,Small,Hybrid,"Tableau, PyTorch, Python",TensorFlow Developer,37868.0,49,8.1,Yes
1709,40,Female,Australia,Mcphersonview,Bachelors,Lead,17,Data Scientist,EdTech,R,Large,Hybrid,"NumPy, TensorFlow, Excel",Azure Data Engineer,88592.0,47,8.9,No
1710,29,Female,Brazil,Randyside,Bachelors,Entry,0,Data Analyst,Retail,Scala,Large,Remote,"Pandas, SQL, TensorFlow",Google Data Analytics,21446.0,35,8.9,Yes
1711,38,Female,India,Sarabury,Bachelors,Lead,17,Business Analyst,E-commerce,SQL,Small,Onsite,"Excel, TensorFlow, Pandas",IBM Data Science,84022.0,55,5.2,Yes
1712,42,Other,Canada,West Reneeberg,Bachelors,Senior,6,Data Scientist,Consulting,R,Medium,Remote,"Tableau, TensorFlow, PyTorch",Microsoft Power BI,59439.0,45,4.5,Yes
1713,43,Other,Germany,Johnsonbury,PhD,Senior,6,Data Analyst,Gaming,Julia,Small,Onsite,"SQL, Power BI, Spark",Google Data Analytics,42898.0,52,5.7,Yes
1714,30,Male,Australia,Dorseyshire,Masters,Senior,10,Business Analyst,Retail,Julia,Small,Hybrid,"Tableau, Power BI, TensorFlow",IBM Data Science,53975.0,49,5.3,Yes
1715,36,Female,Poland,Delgadomouth,Masters,Lead,20,Data Analyst,Retail,Scala,Medium,Remote,"SQL, Pandas, Spark",Microsoft Power BI,117092.0,30,9.5,No
1716,46,Male,UK,Smithland,Masters,Senior,7,Data Analyst,SaaS,R,Medium,Hybrid,"TensorFlow, Excel, PyTorch",TensorFlow Developer,41655.0,51,4.9,No
1717,25,Other,Poland,Ramirezland,Masters,Lead,14,Machine Learning Engineer,Gaming,SQL,Small,Onsite,"Tableau, PyTorch, Power BI",Google Data Analytics,52244.0,39,8.1,No
1718,30,Other,Poland,West Katherine,Bachelors,Senior,6,BI Analyst,Consulting,R,Medium,Remote,"Tableau, PyTorch, Pandas",None,37325.0,47,6.5,Yes
1719,34,Male,Brazil,East Christopher,Bachelors,Mid,3,Machine Learning Engineer,Healthcare,Scala,Small,Remote,"Tableau, Spark, Pandas",Azure Data Engineer,27033.0,58,6.8,Yes
1720,44,Other,USA,Christineside,PhD,Lead,13,Data Analyst,SaaS,Scala,Large,Hybrid,"Tableau, Spark, Python",AWS Certified,95241.0,33,4.7,No
1721,31,Female,Germany,East Shannon,Bachelors,Entry,0,Data Scientist,Gaming,Julia,Small,Onsite,"TensorFlow, SQL, PyTorch",Google Data Analytics,24505.0,38,7.9,No
1722,41,Other,Brazil,East Angela,PhD,Senior,7,Analytics Engineer,Retail,Julia,Small,Remote,"Python, NumPy, Pandas",None,54805.0,57,7.2,No
1723,36,Female,India,Lake Michaela,Bachelors,Mid,5,Data Analyst,E-commerce,R,Medium,Onsite,"SQL, Excel, Power BI",Microsoft Power BI,33357.0,54,6.6,No
1724,47,Male,UK,Mcculloughhaven,PhD,Senior,7,Business Analyst,E-commerce,Python,Medium,Onsite,"Power BI, Pandas, Excel",IBM Data Science,47672.0,33,5.6,Yes
1725,22,Female,Canada,East Melissaborough,PhD,Lead,16,Machine Learning Engineer,Finance,Python,Small,Hybrid,"Excel, PyTorch, SQL",Google Data Analytics,111665.0,36,6.3,Yes
1726,34,Male,India,Lake Jacquelineshire,Bachelors,Senior,8,Data Analyst,Consulting,SQL,Large,Remote,"Python, Pandas, TensorFlow",Microsoft Power BI,48279.0,48,8.9,Yes
1727,40,Other,Canada,New Saramouth,Masters,Senior,8,Machine Learning Engineer,Finance,R,Small,Remote,"PyTorch, TensorFlow, Pandas",Microsoft Power BI,70647.0,41,5.6,No
1728,44,Other,Australia,New Christophertown,PhD,Lead,18,Analytics Engineer,EdTech,Julia,Small,Onsite,"Power BI, SQL, Excel",None,71649.0,53,9.7,No
1729,36,Male,USA,Lake Ritaborough,Bachelors,Lead,20,Machine Learning Engineer,Gaming,Python,Medium,Hybrid,"Python, PyTorch, Excel",None,105417.0,59,5.4,No
1730,43,Female,Canada,Rebeccaside,PhD,Senior,6,Machine Learning Engineer,Gaming,R,Medium,Onsite,"Pandas, TensorFlow, Tableau",Microsoft Power BI,69024.0,41,8.0,No
1731,27,Male,Poland,West Rhonda,Bachelors,Lead,13,Data Engineer,Retail,SQL,Large,Hybrid,"PyTorch, NumPy, Pandas",AWS Certified,92636.0,59,8.7,No
1732,52,Female,Poland,Zunigafort,Masters,Lead,15,BI Analyst,Healthcare,SQL,Medium,Remote,"Spark, Python, Tableau",AWS Certified,87477.0,46,7.0,Yes
1733,35,Female,Brazil,Thomashaven,PhD,Lead,12,Data Scientist,Gaming,R,Medium,Remote,"NumPy, SQL, Pandas",TensorFlow Developer,64459.0,58,6.1,No
1734,39,Male,Poland,Cortezfort,Masters,Mid,5,BI Analyst,Healthcare,Scala,Small,Hybrid,"TensorFlow, Power BI, Tableau",IBM Data Science,37666.0,31,4.6,Yes
1735,39,Female,Brazil,South John,PhD,Lead,20,Analytics Engineer,Retail,Python,Large,Hybrid,"PyTorch, Tableau, Python",Google Data Analytics,86345.0,55,5.2,No
1736,34,Other,Poland,Port Seanstad,PhD,Entry,2,Analytics Engineer,Consulting,R,Small,Onsite,"Tableau, SQL, Spark",Google Data Analytics,30797.0,46,4.7,No
1737,30,Male,India,Beckside,Bachelors,Senior,7,Business Analyst,E-commerce,Python,Medium,Hybrid,"Pandas, TensorFlow, NumPy",Azure Data Engineer,42761.0,44,4.4,Yes
1738,27,Female,India,Allenstad,PhD,Mid,3,Data Engineer,Finance,Python,Medium,Hybrid,"NumPy, Spark, Excel",Microsoft Power BI,34401.0,44,5.5,Yes
1739,28,Other,USA,Lake John,PhD,Lead,18,Machine Learning Engineer,Gaming,Scala,Small,Remote,"PyTorch, NumPy, Pandas",Microsoft Power BI,1056496.0,31,7.4,No
1740,37,Male,Australia,South Raymond,Masters,Senior,6,Machine Learning Engineer,Retail,SQL,Large,Hybrid,"Tableau, Power BI, NumPy",IBM Data Science,82177.0,32,7.2,Yes
1741,46,Male,Poland,Williamton,PhD,Lead,11,Machine Learning Engineer,Finance,Scala,Medium,Hybrid,"Power BI, Excel, Spark",AWS Certified,55091.0,54,7.2,Yes
1742,29,Other,Canada,Lake Ashley,Bachelors,Entry,0,AI Engineer,Consulting,Python,Medium,Onsite,"Pandas, Tableau, SQL",AWS Certified,41228.0,57,9.3,No
1743,37,Other,Poland,Wilsonchester,Bachelors,Lead,15,Data Engineer,Finance,R,Small,Remote,"Power BI, NumPy, Pandas",Microsoft Power BI,578392.0,48,9.3,Yes
1744,51,Other,India,Carlamouth,Masters,Entry,1,Data Scntist,EdTech,Scala,Small,Onsite,"Tableau, Pandas, PyTorch",None,15740.0,38,9.2,No
1745,28,Female,Brazil,East Johnshire,Masters,Mid,5,Business Analyst,Retail,Julia,Large,Onsite,"PyTorch, Tableau, Power BI",TensorFlow Developer,31708.0,44,5.4,No
